"OBJECTID","ID_0","ISO","NAME_0","ID_1","NAME_1","ID_2","NAME_2","ID_3","NAME_3","TYPE_3","ENGTYPE_3","NL_NAME_3","VARNAME_3"
999,42,"CAN","Canada",2,"British Columbia",37,"Nanaimo",999,"Nanaimo E","Regional District Electoral Area","Regional District Electoral Area",NA,NA
1000,42,"CAN","Canada",2,"British Columbia",37,"Nanaimo",1000,"Nanaimo F","Regional District Electoral Area","Regional District Electoral Area",NA,NA
1001,42,"CAN","Canada",2,"British Columbia",37,"Nanaimo",1001,"Nanaimo G","Regional District Electoral Area","Regional District Electoral Area",NA,NA
1002,42,"CAN","Canada",2,"British Columbia",37,"Nanaimo",1002,"Nanaimo H","Regional District Electoral Area","Regional District Electoral Area",NA,NA
1003,42,"CAN","Canada",2,"British Columbia",37,"Nanaimo",1003,"Nanaimo River 2","Réserve Indienne","Indian Reserve",NA,NA
1004,42,"CAN","Canada",2,"British Columbia",37,"Nanaimo",1004,"Nanaimo River 3","Réserve Indienne","Indian Reserve",NA,NA
1005,42,"CAN","Canada",2,"British Columbia",37,"Nanaimo",1005,"Nanaimo River 4","Réserve Indienne","Indian Reserve",NA,NA
1006,42,"CAN","Canada",2,"British Columbia",37,"Nanaimo",1006,"Nanaimo Town 1","Réserve Indienne","Indian Reserve",NA,NA
1007,42,"CAN","Canada",2,"British Columbia",37,"Nanaimo",1007,"Nanaimo","Cité","City",NA,NA
1008,42,"CAN","Canada",2,"British Columbia",37,"Nanaimo",1008,"Nanoose","Réserve Indienne","Indian Reserve",NA,NA
1009,42,"CAN","Canada",2,"British Columbia",37,"Nanaimo",1009,"Parksville","Cité","City",NA,NA
1010,42,"CAN","Canada",2,"British Columbia",37,"Nanaimo",1010,"Qualicum Beach","Town","Town",NA,NA
1011,42,"CAN","Canada",2,"British Columbia",37,"Nanaimo",1011,"Qualicum","Réserve Indienne","Indian Reserve",NA,NA
1012,42,"CAN","Canada",2,"British Columbia",38,"North Okanagan",1012,"Armstrong","Cité","City",NA,NA
1013,42,"CAN","Canada",2,"British Columbia",38,"North Okanagan",1013,"Coldstream","District Municipality","District Municipality",NA,NA
1014,42,"CAN","Canada",2,"British Columbia",38,"North Okanagan",1014,"Enderby 2","Réserve Indienne","Indian Reserve",NA,NA
1015,42,"CAN","Canada",2,"British Columbia",38,"North Okanagan",1015,"Enderby","Cité","City",NA,NA
1016,42,"CAN","Canada",2,"British Columbia",38,"North Okanagan",1016,"Harris 3","Réserve Indienne","Indian Reserve",NA,NA
1017,42,"CAN","Canada",2,"British Columbia",38,"North Okanagan",1017,"Lumby","Village","Village",NA,NA
1018,42,"CAN","Canada",2,"British Columbia",38,"North Okanagan",1018,"North Okanagan B","Regional District Electoral Area","Regional District Electoral Area",NA,NA
1019,42,"CAN","Canada",2,"British Columbia",38,"North Okanagan",1019,"North Okanagan C","Regional District Electoral Area","Regional District Electoral Area",NA,NA
1020,42,"CAN","Canada",2,"British Columbia",38,"North Okanagan",1020,"North Okanagan D","Regional District Electoral Area","Regional District Electoral Area",NA,NA
1021,42,"CAN","Canada",2,"British Columbia",38,"North Okanagan",1021,"North Okanagan E","Regional District Electoral Area","Regional District Electoral Area",NA,NA
1022,42,"CAN","Canada",2,"British Columbia",38,"North Okanagan",1022,"North Okanagan F","Regional District Electoral Area","Regional District Electoral Area",NA,NA
1023,42,"CAN","Canada",2,"British Columbia",38,"North Okanagan",1023,"Okanagan (Part) 1","Réserve Indienne","Indian Reserve",NA,NA
1024,42,"CAN","Canada",2,"British Columbia",38,"North Okanagan",1024,"Priest's Valley 6","Réserve Indienne","Indian Reserve",NA,NA
1025,42,"CAN","Canada",2,"British Columbia",38,"North Okanagan",1025,"Spallumcheen","District Municipality","District Municipality",NA,NA
1026,42,"CAN","Canada",2,"British Columbia",38,"North Okanagan",1026,"Vernon","Cité","City",NA,NA
1027,42,"CAN","Canada",2,"British Columbia",39,"Northern Rockies",1027,"Fontas 1","Réserve Indienne","Indian Reserve",NA,NA
1028,42,"CAN","Canada",2,"British Columbia",39,"Northern Rockies",1028,"Fort Nelson 2","Réserve Indienne","Indian Reserve",NA,NA
1029,42,"CAN","Canada",2,"British Columbia",39,"Northern Rockies",1029,"Fort Nelson","Town","Town",NA,NA
1030,42,"CAN","Canada",2,"British Columbia",39,"Northern Rockies",1030,"Kahntah 3","Réserve Indienne","Indian Reserve",NA,NA
1031,42,"CAN","Canada",2,"British Columbia",39,"Northern Rockies",1031,"Northern Rockies A","Regional District Electoral Area","Regional District Electoral Area",NA,NA
1032,42,"CAN","Canada",2,"British Columbia",39,"Northern Rockies",1032,"Northern Rockies B","Regional District Electoral Area","Regional District Electoral Area",NA,NA
1033,42,"CAN","Canada",2,"British Columbia",39,"Northern Rockies",1033,"Prophet River 4","Réserve Indienne","Indian Reserve",NA,NA
1034,42,"CAN","Canada",2,"British Columbia",40,"Okanagan-Similkameen",1034,"Alexis 9","Réserve Indienne","Indian Reserve",NA,NA
1035,42,"CAN","Canada",2,"British Columbia",40,"Okanagan-Similkameen",1035,"Ashnola 10","Réserve Indienne","Indian Reserve",NA,NA
1036,42,"CAN","Canada",2,"British Columbia",40,"Okanagan-Similkameen",1036,"Blind Creek 6","Réserve Indienne","Indian Reserve",NA,NA
1037,42,"CAN","Canada",2,"British Columbia",40,"Okanagan-Similkameen",1037,"Chopaka 7 & 8","Réserve Indienne","Indian Reserve",NA,NA
1038,42,"CAN","Canada",2,"British Columbia",40,"Okanagan-Similkameen",1038,"Chuchuwayha 2","Réserve Indienne","Indian Reserve",NA,NA
1039,42,"CAN","Canada",2,"British Columbia",40,"Okanagan-Similkameen",1039,"Keremeos","Village","Village",NA,NA
1040,42,"CAN","Canada",2,"British Columbia",40,"Okanagan-Similkameen",1040,"Lower Similkameen 2","Réserve Indienne","Indian Reserve",NA,NA
1041,42,"CAN","Canada",2,"British Columbia",40,"Okanagan-Similkameen",1041,"Okanagan-Similkameen A","Regional District Electoral Area","Regional District Electoral Area",NA,NA
1042,42,"CAN","Canada",2,"British Columbia",40,"Okanagan-Similkameen",1042,"Okanagan-Similkameen B","Regional District Electoral Area","Regional District Electoral Area",NA,NA
1043,42,"CAN","Canada",2,"British Columbia",40,"Okanagan-Similkameen",1043,"Okanagan-Similkameen C","Regional District Electoral Area","Regional District Electoral Area",NA,NA
1044,42,"CAN","Canada",2,"British Columbia",40,"Okanagan-Similkameen",1044,"Okanagan-Similkameen D","Regional District Electoral Area","Regional District Electoral Area",NA,NA
1045,42,"CAN","Canada",2,"British Columbia",40,"Okanagan-Similkameen",1045,"Okanagan-Similkameen E","Regional District Electoral Area","Regional District Electoral Area",NA,NA
1046,42,"CAN","Canada",2,"British Columbia",40,"Okanagan-Similkameen",1046,"Okanagan-Similkameen F","Regional District Electoral Area","Regional District Electoral Area",NA,NA
1047,42,"CAN","Canada",2,"British Columbia",40,"Okanagan-Similkameen",1047,"Okanagan-Similkameen G","Regional District Electoral Area","Regional District Electoral Area",NA,NA
1048,42,"CAN","Canada",2,"British Columbia",40,"Okanagan-Similkameen",1048,"Okanagan-Similkameen H","Regional District Electoral Area","Regional District Electoral Area",NA,NA
1049,42,"CAN","Canada",2,"British Columbia",40,"Okanagan-Similkameen",1049,"Oliver","Town","Town",NA,NA
1050,42,"CAN","Canada",2,"British Columbia",40,"Okanagan-Similkameen",1050,"Osoyoos 1","Réserve Indienne","Indian Reserve",NA,NA
1051,42,"CAN","Canada",2,"British Columbia",40,"Okanagan-Similkameen",1051,"Osoyoos","Town","Town",NA,NA
1052,42,"CAN","Canada",2,"British Columbia",40,"Okanagan-Similkameen",1052,"Penticton 1","Réserve Indienne","Indian Reserve",NA,NA
1053,42,"CAN","Canada",2,"British Columbia",40,"Okanagan-Similkameen",1053,"Penticton","Cité","City",NA,NA
1054,42,"CAN","Canada",2,"British Columbia",40,"Okanagan-Similkameen",1054,"Princeton","Town","Town",NA,NA
1055,42,"CAN","Canada",2,"British Columbia",40,"Okanagan-Similkameen",1055,"Summerland","District Municipality","District Municipality",NA,NA
1056,42,"CAN","Canada",2,"British Columbia",41,"Peace River",1056,"Blueberry River 205","Réserve Indienne","Indian Reserve",NA,NA
1057,42,"CAN","Canada",2,"British Columbia",41,"Peace River",1057,"Chetwynd","District Municipality","District Municipality",NA,NA
1058,42,"CAN","Canada",2,"British Columbia",41,"Peace River",1058,"Dawson Creek","Cité","City",NA,NA
1059,42,"CAN","Canada",2,"British Columbia",41,"Peace River",1059,"Doig River 206","Réserve Indienne","Indian Reserve",NA,NA
1060,42,"CAN","Canada",2,"British Columbia",41,"Peace River",1060,"East Moberly Lake 169","Réserve Indienne","Indian Reserve",NA,NA
1061,42,"CAN","Canada",2,"British Columbia",41,"Peace River",1061,"Fort St. John","Cité","City",NA,NA
1062,42,"CAN","Canada",2,"British Columbia",41,"Peace River",1062,"Fort Ware 1","Réserve Indienne","Indian Reserve",NA,NA
1063,42,"CAN","Canada",2,"British Columbia",41,"Peace River",1063,"Halfway River 168","Réserve Indienne","Indian Reserve",NA,NA
1064,42,"CAN","Canada",2,"British Columbia",41,"Peace River",1064,"Hudson's Hope","District Municipality","District Municipality",NA,NA
1065,42,"CAN","Canada",2,"British Columbia",41,"Peace River",1065,"Ingenika Point","Établissemnet Indien","Indian Settlement",NA,NA
1066,42,"CAN","Canada",2,"British Columbia",41,"Peace River",1066,"Peace River B","Regional District Electoral Area","Regional District Electoral Area",NA,NA
1067,42,"CAN","Canada",2,"British Columbia",41,"Peace River",1067,"Peace River C","Regional District Electoral Area","Regional District Electoral Area",NA,NA
1068,42,"CAN","Canada",2,"British Columbia",41,"Peace River",1068,"Peace River D","Regional District Electoral Area","Regional District Electoral Area",NA,NA
1069,42,"CAN","Canada",2,"British Columbia",41,"Peace River",1069,"Peace River E","Regional District Electoral Area","Regional District Electoral Area",NA,NA
1070,42,"CAN","Canada",2,"British Columbia",41,"Peace River",1070,"Pouce Coupe","Village","Village",NA,NA
1071,42,"CAN","Canada",2,"British Columbia",41,"Peace River",1071,"Taylor","District Municipality","District Municipality",NA,NA
1072,42,"CAN","Canada",2,"British Columbia",41,"Peace River",1072,"Tumbler Ridge","District Municipality","District Municipality",NA,NA
1073,42,"CAN","Canada",2,"British Columbia",41,"Peace River",1073,"West Moberly Lake 168A","Réserve Indienne","Indian Reserve",NA,NA
1074,42,"CAN","Canada",2,"British Columbia",42,"Powell River",1074,"Harwood Island 2","Réserve Indienne","Indian Reserve",NA,NA
1075,42,"CAN","Canada",2,"British Columbia",42,"Powell River",1075,"Powell River A","Regional District Electoral Area","Regional District Electoral Area",NA,NA
1076,42,"CAN","Canada",2,"British Columbia",42,"Powell River",1076,"Powell River B","Regional District Electoral Area","Regional District Electoral Area",NA,NA
1077,42,"CAN","Canada",2,"British Columbia",42,"Powell River",1077,"Powell River C","Regional District Electoral Area","Regional District Electoral Area",NA,NA
1078,42,"CAN","Canada",2,"British Columbia",42,"Powell River",1078,"Powell River D","Regional District Electoral Area","Regional District Electoral Area",NA,NA
1079,42,"CAN","Canada",2,"British Columbia",42,"Powell River",1079,"Powell River E","Regional District Electoral Area","Regional District Electoral Area",NA,NA
1080,42,"CAN","Canada",2,"British Columbia",42,"Powell River",1080,"Powell River","District Municipality","District Municipality",NA,NA
1081,42,"CAN","Canada",2,"British Columbia",42,"Powell River",1081,"Sechelt (Part)","Indian Government District","Indian Government District",NA,NA
1082,42,"CAN","Canada",2,"British Columbia",42,"Powell River",1082,"Sliammon 1","Réserve Indienne","Indian Reserve",NA,NA
1083,42,"CAN","Canada",2,"British Columbia",43,"Skeena-Queen Charlotte",1083,"Dolphin Island 1","Réserve Indienne","Indian Reserve",NA,NA
1084,42,"CAN","Canada",2,"British Columbia",43,"Skeena-Queen Charlotte",1084,"Kulkayu (Hartley Bay) 4","Réserve Indienne","Indian Reserve",NA,NA
1085,42,"CAN","Canada",2,"British Columbia",43,"Skeena-Queen Charlotte",1085,"Lax Kw'alaams","Réserve Indienne","Indian Reserve",NA,NA
1086,42,"CAN","Canada",2,"British Columbia",43,"Skeena-Queen Charlotte",1086,"Masset 1","Réserve Indienne","Indian Reserve",NA,NA
1087,42,"CAN","Canada",2,"British Columbia",43,"Skeena-Queen Charlotte",1087,"Masset","Village","Village",NA,NA
1088,42,"CAN","Canada",2,"British Columbia",43,"Skeena-Queen Charlotte",1088,"Port Clements","Village","Village",NA,NA
1089,42,"CAN","Canada",2,"British Columbia",43,"Skeena-Queen Charlotte",1089,"Port Edward","District Municipality","District Municipality",NA,NA
1090,42,"CAN","Canada",2,"British Columbia",43,"Skeena-Queen Charlotte",1090,"Prince Rupert","Cité","City",NA,NA
1091,42,"CAN","Canada",2,"British Columbia",43,"Skeena-Queen Charlotte",1091,"Skeena-Queen Charlotte A","Regional District Electoral Area","Regional District Electoral Area",NA,NA
1092,42,"CAN","Canada",2,"British Columbia",43,"Skeena-Queen Charlotte",1092,"Skeena-Queen Charlotte C","Regional District Electoral Area","Regional District Electoral Area",NA,NA
1093,42,"CAN","Canada",2,"British Columbia",43,"Skeena-Queen Charlotte",1093,"Skeena-Queen Charlotte D","Regional District Electoral Area","Regional District Electoral Area",NA,NA
1094,42,"CAN","Canada",2,"British Columbia",43,"Skeena-Queen Charlotte",1094,"Skeena-Queen Charlotte E","Regional District Electoral Area","Regional District Electoral Area",NA,NA
1095,42,"CAN","Canada",2,"British Columbia",43,"Skeena-Queen Charlotte",1095,"Skeena-Queen Charlotte F","Regional District Electoral Area","Regional District Electoral Area",NA,NA
1096,42,"CAN","Canada",2,"British Columbia",43,"Skeena-Queen Charlotte",1096,"Skidegate 1","Réserve Indienne","Indian Reserve",NA,NA
1097,42,"CAN","Canada",2,"British Columbia",44,"Squamish-Lillooet",1097,"Bridge River 1","Réserve Indienne","Indian Reserve",NA,NA
1098,42,"CAN","Canada",2,"British Columbia",44,"Squamish-Lillooet",1098,"Cayoosh Creek 1","Réserve Indienne","Indian Reserve",NA,NA
1099,42,"CAN","Canada",2,"British Columbia",44,"Squamish-Lillooet",1099,"Cheakamus 11","Réserve Indienne","Indian Reserve",NA,NA
1100,42,"CAN","Canada",2,"British Columbia",44,"Squamish-Lillooet",1100,"Chilhil 6","Réserve Indienne","Indian Reserve",NA,NA
1101,42,"CAN","Canada",2,"British Columbia",44,"Squamish-Lillooet",1101,"Fountain  1","Réserve Indienne","Indian Reserve",NA,NA
1102,42,"CAN","Canada",2,"British Columbia",44,"Squamish-Lillooet",1102,"Fountain  3","Réserve Indienne","Indian Reserve",NA,NA
1103,42,"CAN","Canada",2,"British Columbia",44,"Squamish-Lillooet",1103,"Fountain 10","Réserve Indienne","Indian Reserve",NA,NA
1104,42,"CAN","Canada",2,"British Columbia",44,"Squamish-Lillooet",1104,"Fountain 11","Réserve Indienne","Indian Reserve",NA,NA
1105,42,"CAN","Canada",2,"British Columbia",44,"Squamish-Lillooet",1105,"Fountain 12","Réserve Indienne","Indian Reserve",NA,NA
1106,42,"CAN","Canada",2,"British Columbia",44,"Squamish-Lillooet",1106,"Fountain Creek 8","Réserve Indienne","Indian Reserve",NA,NA
1107,42,"CAN","Canada",2,"British Columbia",44,"Squamish-Lillooet",1107,"Kowtain 17","Réserve Indienne","Indian Reserve",NA,NA
1108,42,"CAN","Canada",2,"British Columbia",44,"Squamish-Lillooet",1108,"Lillooet 1","Réserve Indienne","Indian Reserve",NA,NA
1109,42,"CAN","Canada",2,"British Columbia",44,"Squamish-Lillooet",1109,"Lillooet","District Municipality","District Municipality",NA,NA
1110,42,"CAN","Canada",2,"British Columbia",44,"Squamish-Lillooet",1110,"McCartney's Flat 4","Réserve Indienne","Indian Reserve",NA,NA
1111,42,"CAN","Canada",2,"British Columbia",44,"Squamish-Lillooet",1111,"Mission 5","Réserve Indienne","Indian Reserve",NA,NA
1112,42,"CAN","Canada",2,"British Columbia",44,"Squamish-Lillooet",1112,"Mount Currie  1","Réserve Indienne","Indian Reserve",NA,NA
1113,42,"CAN","Canada",2,"British Columbia",44,"Squamish-Lillooet",1113,"Mount Currie  2","Réserve Indienne","Indian Reserve",NA,NA
1114,42,"CAN","Canada",2,"British Columbia",44,"Squamish-Lillooet",1114,"Mount Currie  6","Réserve Indienne","Indian Reserve",NA,NA
1115,42,"CAN","Canada",2,"British Columbia",44,"Squamish-Lillooet",1115,"Mount Currie  8","Réserve Indienne","Indian Reserve",NA,NA
1116,42,"CAN","Canada",2,"British Columbia",44,"Squamish-Lillooet",1116,"Mount Currie 10","Réserve Indienne","Indian Reserve",NA,NA
1117,42,"CAN","Canada",2,"British Columbia",44,"Squamish-Lillooet",1117,"Necait 6","Réserve Indienne","Indian Reserve",NA,NA
1118,42,"CAN","Canada",2,"British Columbia",44,"Squamish-Lillooet",1118,"Nequatque 1","Réserve Indienne","Indian Reserve",NA,NA
1119,42,"CAN","Canada",2,"British Columbia",44,"Squamish-Lillooet",1119,"Nequatque 2","Réserve Indienne","Indian Reserve",NA,NA
1120,42,"CAN","Canada",2,"British Columbia",44,"Squamish-Lillooet",1120,"Nequatque 3A","Réserve Indienne","Indian Reserve",NA,NA
1121,42,"CAN","Canada",2,"British Columbia",44,"Squamish-Lillooet",1121,"Nesikep 6","Réserve Indienne","Indian Reserve",NA,NA
1122,42,"CAN","Canada",2,"British Columbia",44,"Squamish-Lillooet",1122,"Nesuch 3","Réserve Indienne","Indian Reserve",NA,NA
1123,42,"CAN","Canada",2,"British Columbia",44,"Squamish-Lillooet",1123,"Pashilqua 2","Réserve Indienne","Indian Reserve",NA,NA
1124,42,"CAN","Canada",2,"British Columbia",44,"Squamish-Lillooet",1124,"Pavilion 1","Réserve Indienne","Indian Reserve",NA,NA
1125,42,"CAN","Canada",2,"British Columbia",44,"Squamish-Lillooet",1125,"Pemberton","Village","Village",NA,NA
1126,42,"CAN","Canada",2,"British Columbia",44,"Squamish-Lillooet",1126,"Seaichem 16","Réserve Indienne","Indian Reserve",NA,NA
1127,42,"CAN","Canada",2,"British Columbia",44,"Squamish-Lillooet",1127,"Seton Lake 5A","Réserve Indienne","Indian Reserve",NA,NA
1128,42,"CAN","Canada",2,"British Columbia",44,"Squamish-Lillooet",1128,"Seton Lake 5","Réserve Indienne","Indian Reserve",NA,NA
1129,42,"CAN","Canada",2,"British Columbia",44,"Squamish-Lillooet",1129,"Slosh 1A","Réserve Indienne","Indian Reserve",NA,NA
1130,42,"CAN","Canada",2,"British Columbia",44,"Squamish-Lillooet",1130,"Slosh 1","Réserve Indienne","Indian Reserve",NA,NA
1131,42,"CAN","Canada",2,"British Columbia",44,"Squamish-Lillooet",1131,"Squamish-Lillooet A","Regional District Electoral Area","Regional District Electoral Area",NA,NA
1132,42,"CAN","Canada",2,"British Columbia",44,"Squamish-Lillooet",1132,"Squamish-Lillooet B","Regional District Electoral Area","Regional District Electoral Area",NA,NA
1133,42,"CAN","Canada",2,"British Columbia",44,"Squamish-Lillooet",1133,"Squamish-Lillooet C","Regional District Electoral Area","Regional District Electoral Area",NA,NA
1134,42,"CAN","Canada",2,"British Columbia",44,"Squamish-Lillooet",1134,"Squamish-Lillooet D","Regional District Electoral Area","Regional District Electoral Area",NA,NA
1135,42,"CAN","Canada",2,"British Columbia",44,"Squamish-Lillooet",1135,"Squamish","District Municipality","District Municipality",NA,NA
1136,42,"CAN","Canada",2,"British Columbia",44,"Squamish-Lillooet",1136,"Stawamus 24","Réserve Indienne","Indian Reserve",NA,NA
1137,42,"CAN","Canada",2,"British Columbia",44,"Squamish-Lillooet",1137,"Towinock 2","Réserve Indienne","Indian Reserve",NA,NA
1138,42,"CAN","Canada",2,"British Columbia",44,"Squamish-Lillooet",1138,"Waiwakum 14","Réserve Indienne","Indian Reserve",NA,NA
1139,42,"CAN","Canada",2,"British Columbia",44,"Squamish-Lillooet",1139,"Whistler","District Municipality","District Municipality",NA,NA
1140,42,"CAN","Canada",2,"British Columbia",44,"Squamish-Lillooet",1140,"Yekwaupsum 18","Réserve Indienne","Indian Reserve",NA,NA
1141,42,"CAN","Canada",2,"British Columbia",45,"Stikine",1141,"Dease Lake 9","Réserve Indienne","Indian Reserve",NA,NA
1142,42,"CAN","Canada",2,"British Columbia",45,"Stikine",1142,"Five Mile  Point 3","Réserve Indienne","Indian Reserve",NA,NA
1143,42,"CAN","Canada",2,"British Columbia",45,"Stikine",1143,"Good Hope Lake","Établissemnet Indien","Indian Settlement",NA,NA
1144,42,"CAN","Canada",2,"British Columbia",45,"Stikine",1144,"Liard River 3","Réserve Indienne","Indian Reserve",NA,NA
1145,42,"CAN","Canada",2,"British Columbia",45,"Stikine",1145,"Lower Post","Établissemnet Indien","Indian Settlement",NA,NA
1146,42,"CAN","Canada",2,"British Columbia",45,"Stikine",1146,"Stikine Region","Regional District Electoral Area","Regional District Electoral Area",NA,NA
1147,42,"CAN","Canada",2,"British Columbia",45,"Stikine",1147,"Tahltan 1","Réserve Indienne","Indian Reserve",NA,NA
1148,42,"CAN","Canada",2,"British Columbia",45,"Stikine",1148,"Unnamed 10","Réserve Indienne","Indian Reserve",NA,NA
1149,42,"CAN","Canada",2,"British Columbia",46,"Sunshine Coast",1149,"Chekwelp 26A","Réserve Indienne","Indian Reserve",NA,NA
1150,42,"CAN","Canada",2,"British Columbia",46,"Sunshine Coast",1150,"Chekwelp 26","Réserve Indienne","Indian Reserve",NA,NA
1151,42,"CAN","Canada",2,"British Columbia",46,"Sunshine Coast",1151,"Gibsons","Town","Town",NA,NA
1152,42,"CAN","Canada",2,"British Columbia",46,"Sunshine Coast",1152,"Sechelt (Part)","Indian Government District","Indian Government District",NA,NA
1153,42,"CAN","Canada",2,"British Columbia",46,"Sunshine Coast",1153,"Sechelt","District Municipality","District Municipality",NA,NA
1154,42,"CAN","Canada",2,"British Columbia",46,"Sunshine Coast",1154,"Sunshine Coast A","Regional District Electoral Area","Regional District Electoral Area",NA,NA
1155,42,"CAN","Canada",2,"British Columbia",46,"Sunshine Coast",1155,"Sunshine Coast B","Regional District Electoral Area","Regional District Electoral Area",NA,NA
1156,42,"CAN","Canada",2,"British Columbia",46,"Sunshine Coast",1156,"Sunshine Coast D","Regional District Electoral Area","Regional District Electoral Area",NA,NA
1157,42,"CAN","Canada",2,"British Columbia",46,"Sunshine Coast",1157,"Sunshine Coast E","Regional District Electoral Area","Regional District Electoral Area",NA,NA
1158,42,"CAN","Canada",2,"British Columbia",46,"Sunshine Coast",1158,"Sunshine Coast F","Regional District Electoral Area","Regional District Electoral Area",NA,NA
1159,42,"CAN","Canada",2,"British Columbia",47,"Thompson-Nicola",1159,"105 Mile Post 2","Réserve Indienne","Indian Reserve",NA,NA
1160,42,"CAN","Canada",2,"British Columbia",47,"Thompson-Nicola",1160,"Ashcroft 4","Réserve Indienne","Indian Reserve",NA,NA
1161,42,"CAN","Canada",2,"British Columbia",47,"Thompson-Nicola",1161,"Ashcroft","Village","Village",NA,NA
1162,42,"CAN","Canada",2,"British Columbia",47,"Thompson-Nicola",1162,"Basque 18","Réserve Indienne","Indian Reserve",NA,NA
1163,42,"CAN","Canada",2,"British Columbia",47,"Thompson-Nicola",1163,"Bonaparte 3","Réserve Indienne","Indian Reserve",NA,NA
1164,42,"CAN","Canada",2,"British Columbia",47,"Thompson-Nicola",1164,"Cache Creek","Village","Village",NA,NA
1165,42,"CAN","Canada",2,"British Columbia",47,"Thompson-Nicola",1165,"Cameron Bar 13","Réserve Indienne","Indian Reserve",NA,NA
1166,42,"CAN","Canada",2,"British Columbia",47,"Thompson-Nicola",1166,"Canoe Creek 1","Réserve Indienne","Indian Reserve",NA,NA
1167,42,"CAN","Canada",2,"British Columbia",47,"Thompson-Nicola",1167,"Canoe Creek 2","Réserve Indienne","Indian Reserve",NA,NA
1168,42,"CAN","Canada",2,"British Columbia",47,"Thompson-Nicola",1168,"Chase","Village","Village",NA,NA
1169,42,"CAN","Canada",2,"British Columbia",47,"Thompson-Nicola",1169,"Chuchhriaschin 5A","Réserve Indienne","Indian Reserve",NA,NA
1170,42,"CAN","Canada",2,"British Columbia",47,"Thompson-Nicola",1170,"Chuchhriaschin 5","Réserve Indienne","Indian Reserve",NA,NA
1171,42,"CAN","Canada",2,"British Columbia",47,"Thompson-Nicola",1171,"Clinton","Village","Village",NA,NA
1172,42,"CAN","Canada",2,"British Columbia",47,"Thompson-Nicola",1172,"Coldwater 1","Réserve Indienne","Indian Reserve",NA,NA
1173,42,"CAN","Canada",2,"British Columbia",47,"Thompson-Nicola",1173,"Douglas Lake 3","Réserve Indienne","Indian Reserve",NA,NA
1174,42,"CAN","Canada",2,"British Columbia",47,"Thompson-Nicola",1174,"Halhalaeden 14A","Réserve Indienne","Indian Reserve",NA,NA
1175,42,"CAN","Canada",2,"British Columbia",47,"Thompson-Nicola",1175,"Halhalaeden 14","Réserve Indienne","Indian Reserve",NA,NA
1176,42,"CAN","Canada",2,"British Columbia",47,"Thompson-Nicola",1176,"Hamilton Creek 2","Réserve Indienne","Indian Reserve",NA,NA
1177,42,"CAN","Canada",2,"British Columbia",47,"Thompson-Nicola",1177,"Hamilton Creek 7","Réserve Indienne","Indian Reserve",NA,NA
1178,42,"CAN","Canada",2,"British Columbia",47,"Thompson-Nicola",1178,"High Bar 1","Réserve Indienne","Indian Reserve",NA,NA
1179,42,"CAN","Canada",2,"British Columbia",47,"Thompson-Nicola",1179,"Inkluckcheen 21","Réserve Indienne","Indian Reserve",NA,NA
1180,42,"CAN","Canada",2,"British Columbia",47,"Thompson-Nicola",1180,"Inklyuhkinatko 2","Réserve Indienne","Indian Reserve",NA,NA
1181,42,"CAN","Canada",2,"British Columbia",47,"Thompson-Nicola",1181,"Joeyaska 2","Réserve Indienne","Indian Reserve",NA,NA
1182,42,"CAN","Canada",2,"British Columbia",47,"Thompson-Nicola",1182,"Kamloops 1","Réserve Indienne","Indian Reserve",NA,NA
1183,42,"CAN","Canada",2,"British Columbia",47,"Thompson-Nicola",1183,"Kamloops","Cité","City",NA,NA
1184,42,"CAN","Canada",2,"British Columbia",47,"Thompson-Nicola",1184,"Kanaka Bar 1A","Réserve Indienne","Indian Reserve",NA,NA
1185,42,"CAN","Canada",2,"British Columbia",47,"Thompson-Nicola",1185,"Kanaka Bar 2","Réserve Indienne","Indian Reserve",NA,NA
1186,42,"CAN","Canada",2,"British Columbia",47,"Thompson-Nicola",1186,"Kitzowit 20","Réserve Indienne","Indian Reserve",NA,NA
1187,42,"CAN","Canada",2,"British Columbia",47,"Thompson-Nicola",1187,"Klahkamich 17","Réserve Indienne","Indian Reserve",NA,NA
1188,42,"CAN","Canada",2,"British Columbia",47,"Thompson-Nicola",1188,"Klahkowit 5","Réserve Indienne","Indian Reserve",NA,NA
1189,42,"CAN","Canada",2,"British Columbia",47,"Thompson-Nicola",1189,"Kleetlekut 22","Réserve Indienne","Indian Reserve",NA,NA
1190,42,"CAN","Canada",2,"British Columbia",47,"Thompson-Nicola",1190,"Klickkumcheen 18","Réserve Indienne","Indian Reserve",NA,NA
1191,42,"CAN","Canada",2,"British Columbia",47,"Thompson-Nicola",1191,"Kloklowuck 7","Réserve Indienne","Indian Reserve",NA,NA
1192,42,"CAN","Canada",2,"British Columbia",47,"Thompson-Nicola",1192,"Kumcheen 1","Réserve Indienne","Indian Reserve",NA,NA
1193,42,"CAN","Canada",2,"British Columbia",47,"Thompson-Nicola",1193,"Logan Lake","District Municipality","District Municipality",NA,NA
1194,42,"CAN","Canada",2,"British Columbia",47,"Thompson-Nicola",1194,"Louis Creek 4","Réserve Indienne","Indian Reserve",NA,NA
1195,42,"CAN","Canada",2,"British Columbia",47,"Thompson-Nicola",1195,"Lower Hat Creek 2","Réserve Indienne","Indian Reserve",NA,NA
